Код,id,торги,результаты,адрес,старт_цена,ИНН,фз,об_закупки,реестр_недобр_постав,общ_треб
11997,Закупка №0141100000217000053,"99 375,00|98 300,00|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 156000, Костромская обл, Кострома г, УЛ ДОЛМАТОВА, 2","100 000,00 Российский рубль",0,44,Поставка.автомобильного.топлива.(бензин.марки.АИ-95.и.дизельное.топливо) с.использованием.электронных.(пластиковых).карт.для.нужд.Арбитражного.суда Костромской.области,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении вида образования и подвида образования: - вид образования: дополнительное образование; - подвид дополнительного образования: дополнительное профессиональное образование; или Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии»; или Наличие действующей лицензии на ведение образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии». Единые требования к участникам в соответствии с пунктом 10 части 1 Статьи 31 Федерального закона № 44-ФЗ - установлены. 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено"
12001,Закупка №0142200001117000051,"46 600,00|39 131,00|42 900,00|40 950,00|",|Победитель||Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 443006, Самарская обл, Самара г, УЛ МОЛОДОГВАРДЕЙСКАЯ, 210, 547","47 611,33 Российский рубль",0,44,Выполнение.работ.по.изготовлению.штор.для.отдела.ЗАГС.муниципального.района.Приволжский.управления.записи.актов.гражданского.состояния.Самарской.области,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам в соответствии с частью 1 статьи 31 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено
12002,Закупка №0142200001117000053,,,"Российская Федерация, 443006, Самарская обл, Самара г, УЛ МОЛОДОГВАРДЕЙСКАЯ, 210, 547",,6315702519,44,Поставка.средств.индивидуальной.защиты.и.смывающих.средств.для.нужд.управления.записи.актов.гражданского.состояния.Самарской.области,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам в соответствии с частью 1 статьи 31 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено
12005,Закупка №0142300011617000196,"314 000,00|312 500,00|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 446100, Самарская обл, Чапаевск г, УЛ КОМСОМОЛЬСКАЯ, 17","314 000,00 Российский рубль",0,44,"Выполнение.работ.по.ремонту.дорог.дворовой.территории.многоквартирного.дома.и.размещение.площадки.для.игр.детей.по.адресу:.Самарская.область,.г.о..Чапаевск,.ул..Красноармейская,.д.7",,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с пунктами 3-10 части 1 Статьи 31 Федерального закона № 44-ФЗ) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Отсутствие в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица"
12006,Закупка №0142300011617000197,,,"Российская Федерация, 446100, Самарская обл, Чапаевск г, УЛ КОМСОМОЛЬСКАЯ, 17",,6335004456,44,"Выполнение.работ.по.капитальному.ремонту.электроснабжения.здания.муниципальной.формы.собственности,.расположенного.по.адресу:.Самарская.область,.г..Чапаевск,.ул..Жуковского,.д.35.",,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с пунктами 3-10 части 1 Статьи 31 Федерального закона № 44-ФЗ) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Отсутствие в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица"
12008,Закупка №0142300013117000477,"145 900,00|320 000,00|147 070,00|200 000,00|",Победитель||Лучшее предложение о цене контракта после победителя||,"Российская Федерация, 446200, Самарская обл, Новокуйбышевск г, УЛ МИРОНОВА, 2","321 341,46 Российский рубль",6330001300,44,Поставка.оборудования.для.оснащения.ГБОУ.ООШ.№18.г.о..Новокуйбышевск.Самарской.области,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2014г. № 44 -ФЗ (в соответствии с Приложением № 5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено для котировок
12015,Закупка №0142300048517001562,,,"Российская Федерация, 443010, Самарская обл, Самара г, УЛ КУЙБЫШЕВА, ДОМ 135",,6315007441,44,Оказание.услуг.по.организации.и.проведению..заключительного.гала-концерта.фестиваля.военно-патриотической.песни.«Я.помню!.Я.горжусь!»,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12016,Закупка №0142300048517001570,,,"Российская Федерация, 443010, Самарская обл, Самара г, УЛ КУЙБЫШЕВА, ДОМ 135",,0,44,Оказание.услуг.по.диспансеризации,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12019,Закупка №0143100005217000111,"483 000,00|462 000,00|452 160,00|480 000,00|",|Лучшее предложение о цене контракта после победителя|Победитель||,"Российская Федерация, 640014, Курганская обл, Курган г, УЛ АНФИНОГЕНОВА, ДОМ 104","492 000,00 Российский рубль",0,44,"Молоко.ультрапастеризованное.(жирностью.не.менее.2,5%)",,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12020,Закупка №0143100005217000113,"483 000,00|462 000,00|452 160,00|480 000,00|",|Лучшее предложение о цене контракта после победителя|Победитель||,"Российская Федерация, 640014, Курганская обл, Курган г, УЛ АНФИНОГЕНОВА, ДОМ 104","492 000,00 Российский рубль",0,44,"Молоко.ультрапастеризованное.(жирностью.не.менее.2,5%)",,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12021,Закупка №0143100005217000114,"402 500,00|405 000,00|376 800,00|400 000,00|",||Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 640014, Курганская обл, Курган г, УЛ АНФИНОГЕНОВА, ДОМ 104","410 000,00 Российский рубль",4501113475,44,"Молоко.ультрапастеризованное.(жирностью.не.менее.2,5%)",,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12022,Закупка №0143100005217000116,"418 283,00|327 316,60|373 612,00|385 795,00|",|Победитель|Лучшее предложение о цене контракта после победителя||,"Российская Федерация, 640014, Курганская обл, Курган г, УЛ АНФИНОГЕНОВА, ДОМ 104","499 990,32 Российский рубль",4501113475,44,Кисель.сухой,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12026,Закупка №0143300006917000751,,,"Российская Федерация, 640002, Курганская обл, Курган г, ПЛ ИМЕНИ В.И. ЛЕНИНА, ДОМ 1",,0,44,Выполнение.работ.по.сносу.аварийного.жилищного.фонда.в.городе.Кургане,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12027,Закупка №0143300006917000759,"350 000,00|349 834,10|449 786,70|349 000,00|300 000,00|450 000,00|200 000,00|298 000,00|448 000,00|",||||||Победитель|Лучшее предложение о цене контракта после победителя||,"Российская Федерация, 640002, Курганская обл, Курган г, ПЛ ИМЕНИ В.И. ЛЕНИНА, ДОМ 1","499 763,00 Российский рубль",0,44,Выполнение.работ.по.сносу.аварийного.жилищного.фонда.в.городе.Кургане..,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12028,Закупка №0143300040117000064,"274 180,00|290 320,00|",Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 641100, Курганская обл, Шумихинский р-н, Шумиха г, УЛ КИРОВА, 12","309 129,30 Российский рубль",0,44,Поставка.сгущенного.молока.и.сыра.для.нужд.муниципальных.дошкольных.и.общеобразовательных.учреждений.Шумихинского.района.Курганской.области,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12029,Закупка №0143300040117000066,"271 584,00|207 016,70|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 641100, Курганская обл, Шумихинский р-н, Шумиха г, УЛ КИРОВА, 12","303 117,06 Российский рубль",0,44,Поставка.продукции..мукомольно-.крупяного.производства.для.нужд.муниципальных.дошкольных.и.общеобразовательных.учреждений.Шумихинского.района.Курганской.области,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12033,Закупка №0145200002117000046,"228 900,00|303 314,00|285 755,00|227 806,00|113 000,00|289 000,00|271 500,00|",|||Лучшее предложение о цене контракта после победителя|Победитель|||,"Российская Федерация, 191311, Санкт-Петербург, ПР-КТ СУВОРОВСКИЙ, ДОМ 67","319 276,94 Российский рубль",0,44,Поставка.штор.,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12034,Закупка №0145200002117000047,"298 000,00|430 034,02|363 000,00|321 487,00|153 613,00|429 000,00|384 700,00|",Лучшее предложение о цене контракта после победителя||||Победитель|||,"Российская Федерация, 191311, Санкт-Петербург, ПР-КТ СУВОРОВСКИЙ, ДОМ 67","452 667,39 Российский рубль",0,44,Поставка.комплектов.штор,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12035,Закупка №0145300006217000655,"246 000,00|287 000,00|",Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 187110, Ленинградская обл, Киришский р-н, Кириши г, УЛ СОВЕТСКАЯ, 20","300 000,00 Российский рубль",0,44,"поставка.учебников,.учебных.пособий",,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12037,Закупка №0145300006217000679,"19 782,00|23 914,80|27 720,00|24 978,24|",-|Победитель||Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 187110, Ленинградская обл, Киришский р-н, Кириши г, УЛ СОВЕТСКАЯ, 20","32 760,00 Российский рубль",0,44,Поставка.незамерзающей.(стеклоомывающей).жидкости.(зимней),,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12038,Закупка №0145300006217000683,"30 000,00|25 052,00|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 187110, Ленинградская обл, Киришский р-н, Кириши г, УЛ СОВЕТСКАЯ, 20","30 000,00 Российский рубль",0,44,"Услуги.по.изготовлению.визиток,.памяток,.буклетов",,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12039,Закупка №0145300009617000434,"290 000,00|390 000,00|",Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 187556, Ленинградская обл, Тихвинский р-н, Тихвин г, МКР 4, 42","500 000,00 Российский рубль",0,44,Инженерно-геодезические.изыскания.и.документация.по.планировке.территории.Тихвинского.гордского.поселения,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12042,Закупка №0145300010017000166,,,"Российская Федерация, 187700, Ленинградская обл, Лодейнопольский р-н, Лодейное Поле г, ПР-КТ ЛЕНИНА, 20",,0,44,Приобретение.школьного.демонстрационного.оборудования.для.кабинета.физики.МКОУ.Лодейнопольская.ОООШ.№1,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12044,Закупка №0145300011617000018,"84 479,80|87 533,19|59 708,00|",Лучшее предложение о цене контракта после победителя||Победитель|,"Российская Федерация, 188300, Ленинградская обл, Гатчинский р-н, Гатчина г, ПР-КТ 25 ОКТЯБРЯ, 23","127 079,91 Российский рубль",0,44,Поставка.канцелярских.и.хозяйственных.товаров.для.нужд.Комитета.социальной.защиты.населения.Гатчинского.муниципального.района.,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12045,Закупка №0145300011617000019,"71 890,00|64 109,80|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 188300, Ленинградская обл, Гатчинский р-н, Гатчина г, ПР-КТ 25 ОКТЯБРЯ, 23","73 522,80 Российский рубль",4705031083,44,"Поставка.расходных.материалов.(тонеров,.картриджей).для.факса.для.нужд.Комитета.социальной.защиты.населения.Гатчинского.муниципального.района",,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12051,Закупка №0145300017317000016,,,"Российская Федерация, 187320, Ленинградская обл, Кировский р-н, Шлиссельбург г, Жука ул, 5",,0,44,Поставка.бумаги.для.офисной.техники.формата.А4.,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12053,Закупка №0145300020917000035,"450 000,00|450 000,00|",Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 188490, Ленинградская обл, Кингисеппский р-н, Ивангород г, УЛ ГАГАРИНА, 10","450 000,00 Российский рубль",0,44,устройство.тротуара.на.ул..Пасторова.у.дома.№3.в.г..Ивангород.Ленинградской.области,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12054,Закупка №0145300022217000079,"433 920,00|425 000,00|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 188508, Ленинградская обл, Ломоносовский р-н, Виллози гп, 8","451 045,75 Российский рубль",0,44,Установка.уличного.спортивного.комплекса.в.д..Расколово,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12060,Закупка №0146100004217000115,"359 226,00|358 920,00|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 398600, Липецкая обл, Липецк г, ул ПЕРВОМАЙСКАЯ, 63/А","499 500,00 Российский рубль",0,44,Приобретение.бумаги.,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12062,Закупка №0146200002017002496,"203 756,00|194 042,00|214 015,00|",Лучшее предложение о цене контракта после победителя|Победитель|-|,"Российская Федерация, 398050, Липецкая обл, Липецк г, УЛ КУЗНЕЧНАЯ, ДОМ 8","209 794,25 Российский рубль",0,44,№.17.-.ЗК.1.-.2508:.корм.для.собак,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12065,Закупка №0146200002017002579,"277 356,00|278 284,67|263 175,00|",Лучшее предложение о цене контракта после победителя||Победитель|,"Российская Федерация, 398050, Липецкая обл, Липецк г, УЛ КУЗНЕЧНАЯ, ДОМ 8","290 826,61 Российский рубль",4822001389,44,№.17.-.ЗК1.-.2620:.услуги.по.предоставлению.неисключительных.прав.(лицензий).на.использование.программного.обеспечения.для.ОБУ.УМФЦ.Липецкой.области,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12066,Закупка №0146200002017002611,"162 800,00|170 000,00|156 000,00|168 000,00|",Лучшее предложение о цене контракта после победителя||Победитель||,"Российская Федерация, 398050, Липецкая обл, Липецк г, УЛ КУЗНЕЧНАЯ, ДОМ 8","202 400,00 Российский рубль",0,44,"№.17.-.ЗК.1.-.2662:.выполнение.работ.по.изготовлению.полиграфической продукции.(листовки,.календари)",,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12068,Закупка №0146300017217000110,"342 125,00|342 625,00|",Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 399058, Липецкая обл, Грязинский р-н, Грязи г, УЛ КРАСНАЯ ПЛОЩАДЬ, 38","342 625,00 Российский рубль",4802001831,44,Поставка.продуктов.питания.(молочные.продукты).на.1.квартал.2018г.для.нужд.МБОУ.гимназия.№3.г..Грязи.Грязинского.муниципального.района.Липецкой.области.,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12069,Закупка №0146300029017000030,"499 320,00|469 041,29|494 940,00|499 000,00|",|Победитель|Лучшее предложение о цене контракта после победителя||,"Российская Федерация, 399774, Липецкая обл, Елец г, УЛ СВЕРДЛОВА, 12А","499 320,00 Российский рубль",0,44,Оказание.услуг.по.охране.территории.городского.кладбища,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12070,Закупка №0146300030217000741,"292 000,00|300 000,00|",Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 398001, Липецкая обл, Липецк г, УЛ СОВЕТСКАЯ, 1","303 770,00 Российский рубль",0,44,"Организация.разработки.градостроительной.документации,.планировки.территории,.схем.инженерного.обеспечения,.осуществление.проектных.работ.",,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12071,Закупка №0146300030217000768,"23 990,00|23 980,00|21 800,00|25 379,00|",|Лучшее предложение о цене контракта после победителя|Победитель||,"Российская Федерация, 398001, Липецкая обл, Липецк г, УЛ СОВЕТСКАЯ, 1","25 478,66 Российский рубль",4826049631,44,Многофункциональное.устройство,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12077,Закупка №0148200002717000006,,,"Российская Федерация, 141292, Московская обл, пр-к Испытателей, 25/2",Наименование полномочия,7714097791,44,80.10.19.000.-.Услуги.в.области.обеспечения.безопасности.прочие,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
12082,Закупка №0148300014617000101,"499 432,80|499 400,00|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 142771, Москва, 41","499 432,83 Российский рубль",0,44,Выполнение.работ.по.разработке.проектно-сметной.документации.на.изготовление.барельефа.грифона.для.нужд.поселения.Мосрентген,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
